id	dname	chembl_id	inchikey	smiles	cleaned_smiles	alternative_smiles	smiles_cleanup_status	canonical_smiles
2977	ZINC242723022		YBCNXCRZPWQOBR-XKVKOWAUSA-N	CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C	CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C		original	CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
2978	124936-75-0	CHEMBL3183237	FSUOGWPKKKHHHM-UHFFFAOYSA-N	CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.Cl	CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.Cl		original	Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1.Cl
2979	NCGC00347908-01	CHEMBL3187129	JDAOXUVHEBTCNB-UHFFFAOYSA-N	CC(C)(C)C(NC(=O)CC1=CC(=C(C=C1)OC)OC)N=C(NC#N)NC2=CC=CC3=CC=CC=C32	CC(C)(C)C(NC(=O)CC1=CC(=C(C=C1)OC)OC)N=C(NC#N)NC2=CC=CC3=CC=CC=C32		original	COc1ccc(CC(=O)NC(N=C(NC#N)Nc2cccc3ccccc23)C(C)(C)C)cc1OC
2980	CHEMBL3349015	CHEMBL3349015	RKHQGWMMUURILY-NFZMFIBPSA-N	CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C	CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C		original	CC(=O)OCC(=O)C1(O)C(C)CC2C3C=C(C)C4=Cc5c(cnn5-c5ccccc5)CC4(C)C3C(O)CC21C
2981	NCGC00161834-01		VOVIALXJUBGFJZ-RBNZCLDCSA-N	CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C	CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C		original	CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1
2982	CHEMBL3348883	CHEMBL3348883	GQGRDYWMOPRROR-NUISNXNRSA-N	C1CCN(CC1)C2C(CC(C2CCC=CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4)O	C1CCN(CC1)C2C(CC(C2CCC=CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4)O		original	O=C(O)CCC=CCCC1C(OCc2ccc(-c3ccccc3)cc2)CC(O)C1N1CCCCC1
2983	CHEMBL3348959	CHEMBL3348959	MQYXUWHLBZFQQO-HEQGEZKBSA-N	CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C	CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C		original	C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
2984	CHEMBL3348954	CHEMBL3348954	HCXVJBMSMIARIN-MHHBOJDBSA-N	CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C	CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C		original	CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C
2985	CHEMBL3348894	CHEMBL3348894	GVEAYVLWDAFXET-NQOBCYGKSA-N	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C	CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C		original	CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
2986	NCGC00163547-01		UPEZCKBFRMILAV-LCLSWFPTSA-N	CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O	CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O		original	CC(C(O)CCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C
2987	ergosta-5,7,22-trien-3-ol	CHEMBL3185842	DNVPQKQSNYMLRS-UHFFFAOYSA-N	CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C	CC(C)C(C)C=CC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C		original	CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C
2988	CHEMBL3348975	CHEMBL3348975	QAOBBBBDJSWHMU-ONCXSQPRSA-N	CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O	CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O		original	CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
2989	155206-00-1		AQOKCDNYWBIDND-GLQITXMVSA-N	CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O	CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O		original	CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1
2990	Isepamicin	CHEMBL143422	UDIIBEDMEYAVNG-UHFFFAOYSA-N	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O		original	CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O
2991	NCGC00263944-01		SBUJHOSQTJFQJX-ROSTUOASSA-N	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N		original	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
2992	NCGC00263226-01		OEARZJQHCLLMGS-CPMNEZEHSA-N	CC1C2C(=O)NC(=NN2C(=N1)C(CCC3=CC=CC=C3)C(C)O)CC4=CC(=C(C=C4)OC)OC	CC1C2C(=O)NC(=NN2C(=N1)C(CCC3=CC=CC=C3)C(C)O)CC4=CC(=C(C=C4)OC)OC		original	COc1ccc(CC2=NN3C(C(CCc4ccccc4)C(C)O)=NC(C)C3C(=O)N2)cc1OC
2993	olprinone hydrochloride	CHEMBL1436121	PWTBMBAQRAOAFF-UHFFFAOYSA-N	CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl	CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl		original	Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1.Cl
2994	Isoevodiamine	CHEMBL81925	TXDUTHBFYKGSAH-UHFFFAOYSA-N	CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3	CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3		original	CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21
2995	CHEMBL34450	CHEMBL34450	KWAAABBJIYOBAJ-UHFFFAOYSA-N	CC(C)C1=C(NC2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)OCCCN(C)CCC4=CC(=C(C=C4)OC)OC	CC(C)C1=C(NC2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)OCCCN(C)CCC4=CC(=C(C=C4)OC)OC		original	COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3[nH]c4ccccc4c3C(C)C)cc2)cc1OC
2996	Strontium ranelate	CHEMBL3182450	BHMMKFQLHGVSRL-UHFFFAOYSA-J	C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].O.O.O.O.O.O.O.[Sr+2].[Sr+2]	C(C1=C(SC(=C1C#N)N(CC(=O)[O-])CC(=O)[O-])C(=O)[O-])C(=O)[O-].O.O.O.O.O.O.O.[Sr+2].[Sr+2]		original	N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].O.O.O.O.O.O.O.[Sr+2].[Sr+2]
2997	CHEMBL3348956	CHEMBL3348956	YTFUQWWKTIWYEY-FDPJYKKHSA-N	CC(C1=CC=CC2=CC=CC=C21)NC3CCCCC3NC(=O)C4=CC=C(C=C4)Cl	CC(C1=CC=CC2=CC=CC=C21)NC3CCCCC3NC(=O)C4=CC=C(C=C4)Cl		original	CC(NC1CCCCC1NC(=O)c1ccc(Cl)cc1)c1cccc2ccccc12
2998	CHEMBL3856067	CHEMBL3856067	AVAACINZEOAHHE-PPQVSCAHSA-N	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O		original	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12
2999	NCGC00179454-04		GAOZTHIDHYLHMS-XGDPBVOXSA-M	CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)[O-])OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C	CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)[O-])OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C		original	CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)[O-])O3)O2)O1
3000	Amorolfine	CHEMBL489411	MQHLMHIZUIDKOO-AYHJJNSGSA-N	CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C	CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C		original	CCC(C)(C)c1ccc(CC(C)CN2CC(C)OC(C)C2)cc1
3001	Isoconazole	CHEMBL1571863	MPIPASJGOJYODL-UHFFFAOYSA-N	C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl	C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl		original	Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
3002	FENTICONAZOLE	CHEMBL1651990	ZCJYUTQZBAIHBS-UHFFFAOYSA-N	C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl	C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl		original	Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1
3003	NATAMYCIN		NCXMLFZGDNKEPB-IWMBIESRSA-N	CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O	CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O		original	CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
3004	ZINC250325905		NWBWCXBPKTTZNQ-FXMODCFWSA-N	CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C	CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C		original	CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC
3005	NCGC00164600-03		FIHJKUPKCHIPAT-BAOZHSJOSA-N	CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C	CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C		original	CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4
3006	HALOFANTRINE HYDROCHLORIDE	CHEMBL1200901	WANGFTDWOFGECH-UHFFFAOYSA-N	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl	CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O.Cl		original	CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl
3007	Spectrum_000880	CHEMBL3187835	AQXXZDYPVDOQEE-UHFFFAOYSA-N	CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O	CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O		original	CN1CCCN=C1C=Cc1cccs1.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
3008	CHEMBL1625829	CHEMBL1625829	BBDAGFIXKZCXAH-YDKYIBAVSA-N	C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N	C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N		original	N=c1ccn2c(n1)OC1C(O)C(CO)OC12
3009	ADL5859	CHEMBL494480	OPIKUXLJQFYMSC-UHFFFAOYSA-N	CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=C2C(=CC=C4)O	CCN(CC)C(=O)C1=CC=C(C=C1)C2=CC3(CCNCC3)OC4=C2C(=CC=C4)O		original	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1
3010	Selenomethionine	CHEMBL1474517	RJFAYQIBOAGBLC-UHFFFAOYSA-N	C[Se]CCC(C(=O)O)N	C[Se]CCC(C(=O)O)N		original	C[Se]CCC(N)C(=O)O
3011	NCGC00346666-01		FPUXKXIZEIDQKW-IBDLWINFSA-N	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O	CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O		original	CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O
3012	NCGC00166236-01		RYYCJUAHISIHTL-UHFFFAOYSA-M	C1(=NC(=O)NC(=O)N1)C(=O)[O-]	C1(=NC(=O)NC(=O)N1)C(=O)[O-]		original	O=C([O-])c1nc(=O)[nH]c(=O)[nH]1
3013	NCGC00185071-01		VVIAGPKUTFNRDU-OLZOCXBDSA-L	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]	C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]		original	Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2
3014	rabeprazole(1-)		KNWNQAWYVGYXNR-UHFFFAOYSA-N	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC		original	COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C
3015	Esomeprazole Sodium		VBQNUWBJPBUVKO-UHFFFAOYSA-N	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC		original	COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
3016	CHEMBL3348829	CHEMBL3348829	CAYJBRBGZBCZKO-IFILWLFVSA-N	CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC2=CC=C(C=C2)F)CC(=O)C(C(C)C)NC(=O)C3=NOC(=C3)C	CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC2=CC=C(C=C2)F)CC(=O)C(C(C)C)NC(=O)C3=NOC(=C3)C		original	CCOC(=O)C=CC(CC1CCNC1=O)NC(=O)C(CC(=O)C(NC(=O)c1cc(C)on1)C(C)C)Cc1ccc(F)cc1
3017	ITMN191	CHEMBL3392323	ZVTDLPBHTSMEJZ-OBKPAHBMSA-N	CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6	CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6		original	CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
3018	diphenhydramine	CHEMBL657	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2		original	CN(C)CCOC(c1ccccc1)c1ccccc1
3019	Phenelzine sulfate	CHEMBL1200895	RXBKMJIPNDOHFR-UHFFFAOYSA-N	C1=CC=C(C=C1)CCNN.OS(=O)(=O)O	C1=CC=C(C=C1)CCNN.OS(=O)(=O)O		original	NNCCc1ccccc1.O=S(=O)(O)O
3020	SCHEMBL12880048		FIMXSEMBHGTNKT-RABUQJOHSA-N	CN1C2CC(CC1C3C2O3)O	CN1C2CC(CC1C3C2O3)O		original	CN1C2CC(O)CC1C1OC12
3021	Varenicline	CHEMBL1396	JQSHBVHOMNKWFT-UHFFFAOYSA-N	C1C2CNCC1C3=CC4=NC=CN=C4C=C23	C1C2CNCC1C3=CC4=NC=CN=C4C=C23		original	c1cnc2cc3c(cc2n1)C1CNCC3C1
3022	NCGC00094763-03		WQVJHHACXVLGBL-XFRPCRHWSA-N	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O		original	CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O
3023	SCHEMBL13739290		IVDUVEGCMXCMSO-UHFFFAOYSA-N	CC1=NC=C(C=C1NCC2=CC=C(S2)C(=O)NC(CC3CCCC3)C(=O)NC4CC4)Cl	CC1=NC=C(C=C1NCC2=CC=C(S2)C(=O)NC(CC3CCCC3)C(=O)NC4CC4)Cl		original	Cc1ncc(Cl)cc1NCc1ccc(C(=O)NC(CC2CCCC2)C(=O)NC2CC2)s1
3024	SCHEMBL2105915	CHEMBL3186023	LNYKGELUODVSNS-UHFFFAOYSA-N	CC1CCC(CC1)C(=O)N(C2CCC(CC2)OC)C3=C(SC(=C3)C4=CCCCC4)C(=O)O	CC1CCC(CC1)C(=O)N(C2CCC(CC2)OC)C3=C(SC(=C3)C4=CCCCC4)C(=O)O		original	COC1CCC(N(C(=O)C2CCC(C)CC2)c2cc(C3=CCCCC3)sc2C(=O)O)CC1
3025	NCGC00250393-01		AMCKRLCICPRLSG-RYPLNOLASA-N	CC(C(C(=O)N)NC(=O)C1CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)CC(=O)C(CC5=CC=CC=C5)N)O	CC(C(C(=O)N)NC(=O)C1CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)CC(=O)C(CC5=CC=CC=C5)N)O		original	CC(O)C(NC(=O)C1CSSCC(CC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)N1)C(N)=O
3026	CHEMBL3349002	CHEMBL3349002	YKKFPCDGRUDPJE-TZIWHRDSSA-N	CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)N(C)C3=CC=C(C=C3)C(=NO)N	CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)N(C)C3=CC=C(C=C3)C(=NO)N		original	CCOC(=O)CNC(C(=O)N1CCC1C(=O)N(C)c1ccc(C(N)=NO)cc1)C1CCCCC1
3027	CHEMBL3348886	CHEMBL3348886	LQZAIAZUDWIVPM-GRYCIOLGSA-N	CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N	CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N		original	CN1C(=O)CC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O
3028	Conivaptan	CHEMBL1755	IKENVDNFQMCRTR-UHFFFAOYSA-N	CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6	CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6		original	Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
3029	Irinotecan hydrochloride	CHEMBL541887	GURKHSYORGJETM-WAQYZQTGSA-N	CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7.Cl	CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7.Cl		original	CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC.Cl
3030	57819-79-1	CHEMBL386524	AOJJSUZBOXZQNB-PSNOLWQVSA-N	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O		original	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
3031	Obatoclax		CVCLJVVBHYOXDC-UHFFFAOYSA-N	CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C	CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C		original	COc1cc(=C2C=c3ccccc3=N2)[nH]c1=Cc1[nH]c(C)cc1C
3032	CHEMBL2140543	CHEMBL2140543	GCUUKUTYMNHSJY-UHFFFAOYSA-N	CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)C	CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)C		original	Cc1c(CN2CCN(C(=O)C(C)C)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12
3033	Ekb-568	CHEMBL2135461	WVUNYSQLFKLYNI-UHFFFAOYSA-N	CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C	CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C		original	CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C
3034	CHEMBL2141644	CHEMBL2141644	FPOHNWQLNRZRFC-UHFFFAOYSA-N	CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO	CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO		original	Cc1[nH]c2ccccc2c1CCNCc1ccc(C=CC(=O)NO)cc1
3035	NCGC00018159-01		AOJJSUZBOXZQNB-HEKDSCCBSA-N	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O	CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O		original	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1
3036	CHEMBL2140972	CHEMBL2140972	UNRCMCRRFYFGFX-UHFFFAOYSA-N	CC(C)(C)C1=C(N=CN1)C=C2C(=O)NC(=CC3=CC=CC=C3)C(=O)N2	CC(C)(C)C1=C(N=CN1)C=C2C(=O)NC(=CC3=CC=CC=C3)C(=O)N2		original	CC(C)(C)c1[nH]cnc1C=c1[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O
